team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Orlando City,Pedro Gallese,PER,GK,32,1990,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando City,Rafael Santos,BRA,DF,24,1998,26,23,1992,22.1,1,2,3,1,0,0,2,0,0.6,0.6,1.7,2.3,45,128,94,0.05,0.09,0.14,0.05,0.14,0.03,0.08,0.1,0.03,0.1
Orlando City,Ramiro Enrique,ARG,FW,21,2001,30,7,1038,11.5,4,1,5,4,0,0,4,0,4.1,4.1,0.6,4.7,20,18,63,0.35,0.09,0.43,0.35,0.43,0.35,0.05,0.4,0.35,0.4
Orlando City,Robin Jansson,SWE,DF,31,1991,34,31,2880,32.0,0,0,0,0,0,0,5,0,0.3,0.3,0.6,1.0,7,61,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Orlando City,Rodrigo Schlegel,ARG,DF,25,1997,26,22,1973,21.9,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,9,46,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Orlando City,Wilder Cartagena,PER,MF,28,1994,24,23,1902,21.1,1,1,2,1,0,0,8,1,0.7,0.7,1.4,2.1,8,120,15,0.05,0.05,0.09,0.05,0.09,0.03,0.07,0.1,0.03,0.1
Philadelphia,Alejandro Bedoya,USA,MF,35,1987,28,25,2007,22.3,0,4,4,0,0,0,6,0,2.2,2.2,3.2,5.4,44,112,143,0.0,0.18,0.18,0.0,0.18,0.1,0.14,0.24,0.1,0.24
Philadelphia,Andre Blake,JAM,GK,32,1990,27,27,2372,26.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,Andrés Perea,USA,MF,22,2000,8,1,151,1.7,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1,7,10,0.6,0.0,0.6,0.6,0.6,0.39,0.02,0.41,0.39,0.41
Philadelphia,Christopher Donovan,USA,FW,22,2000,18,4,390,4.3,1,1,2,1,0,0,1,0,1.4,1.4,1.1,2.4,5,9,27,0.23,0.23,0.46,0.23,0.46,0.31,0.25,0.56,0.31,0.56
Philadelphia,Damion Lowe,JAM,DF,29,1993,17,14,1232,13.7,2,0,2,2,0,0,5,0,1.0,1.0,0.2,1.2,5,18,4,0.15,0.0,0.15,0.15,0.15,0.07,0.01,0.09,0.07,0.09
Philadelphia,Dániel Gazdag,HUN,MF,26,1996,32,30,2730,30.3,14,6,20,3,11,11,5,0,13.6,4.9,4.9,9.8,39,150,154,0.46,0.2,0.66,0.1,0.3,0.45,0.16,0.61,0.16,0.32
Philadelphia,Jack Elliott,ENG,DF,27,1995,32,31,2791,31.0,0,1,1,0,0,0,7,1,2.8,2.8,0.7,3.5,13,62,7,0.0,0.03,0.03,0.0,0.03,0.09,0.02,0.11,0.09,0.11
Philadelphia,Jack McGlynn,USA,MF,19,2003,27,15,1621,18.0,2,1,3,2,0,0,1,0,1.2,1.2,1.9,3.1,34,155,47,0.11,0.06,0.17,0.11,0.17,0.07,0.11,0.17,0.07,0.17
Philadelphia,Jakob Glesnes,NOR,DF,28,1994,31,31,2790,31.0,2,0,2,2,0,0,6,0,1.2,1.2,0.5,1.7,34,113,3,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05
Philadelphia,Jeremy Rafanello,USA,MF,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,Jesús Daniel Bueno,VEN,MF,23,1999,24,10,962,10.7,0,0,0,0,0,0,3,2,0.7,0.7,0.7,1.4,13,40,24,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13
Philadelphia,Joaquín Torres,ARG,"MF,FW",26,1997,13,3,352,3.9,1,1,2,1,0,0,3,0,0.5,0.5,0.7,1.2,10,16,32,0.26,0.26,0.51,0.26,0.51,0.13,0.17,0.29,0.13,0.29
Philadelphia,Joe Bendik,USA,GK,33,1989,8,7,688,7.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,José Andrés Martínez,VEN,MF,28,1994,24,21,1823,20.3,3,1,4,3,0,0,11,0,0.8,0.8,0.7,1.5,19,111,17,0.15,0.05,0.2,0.15,0.2,0.04,0.04,0.07,0.04,0.07
